"","source","species","genus","trait_name","value","location_name","methodology_name","standard_unit","rls_group","name"
"59268","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.99,"Puerto Morelos","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59274","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.72,"Puerto Morelos","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59281","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.3,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59288","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.87,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59295","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",2.03,"Puerto Morelos","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59302","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.67,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59309","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.59,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59316","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.85,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59323","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.55,"Puerto Morelos","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59330","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.53,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59337","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.63,"Puerto Morelos","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59344","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",2.01,"Puerto Morelos","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59356","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.57,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59363","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.72,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59375","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.58,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59382","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.97,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59389","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.5,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59396","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.72,"Puerto Morelos","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59403","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.67,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59410","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",2.05,"Puerto Morelos","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59417","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.86,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59424","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.52,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59431","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.75,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59448","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.32,"Puerto Morelos","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59460","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.87,"Puerto Morelos","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59467","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.58,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59478","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.59,"Puerto Morelos","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59485","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.58,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59492","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.77,"Puerto Morelos","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59499","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.92,"Puerto Morelos","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59506","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.84,"Puerto Morelos","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59513","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.47,"Puerto Morelos","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59535","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.56,"Puerto Morelos","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59562","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.7,"Puerto Morelos","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59569","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.84,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59576","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",2.05,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"59583","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.86,"Xahuayxol, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"60448","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.3,"Hess Reef, St. Croix","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"61403","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.789,"St. Croix","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"61407","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.789,"St. Croix","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"61616","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.602,"St. Croix","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"61651","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.602,"St. Croix","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"61992","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.26,"Buck Island, St. Croix","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"63313","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.569,"St. Croix","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"63317","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.569,"St. Croix","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"63455","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.694,"St. Croix","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"63509","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.694,"St. Croix","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"63636","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.815,"St. Croix","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"63640","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",1.815,"St. Croix","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"63659","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",2.173,"St. Croix","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"63693","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",2.173,"St. Croix","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"63717","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",2.028,"St. Croix","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"63766","CoralTraitsDB","Orbicella annularis","Orbicella","Skeletal density",2.028,"St. Croix","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"72653","CoralTraitsDB","Pavona clavus","Pavona","Skeletal density",1.44,"Isla Contadora, Panama","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"72669","CoralTraitsDB","Pavona clavus","Pavona","Skeletal density",1.86,"Uva Island, Panama","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"72688","CoralTraitsDB","Pavona clavus","Pavona","Skeletal density",1.86,"Uva Island, Panama","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"72708","CoralTraitsDB","Pavona clavus","Pavona","Skeletal density",1.69,"Uva Island, Panama","Archimedes principle","g cm-3","Hemispherical","Skeletal density g cm-3"
"72742","CoralTraitsDB","Pavona clavus","Pavona","Skeletal density",1.44,"Isla Contadora, Panama","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"72745","CoralTraitsDB","Pavona clavus","Pavona","Skeletal density",1.67,"Uva Island, Panama","Archimedes principle","g cm-3","Hemispherical","Skeletal density g cm-3"
"72929","CoralTraitsDB","Pavona gigantea","Pavona","Skeletal density",1.75,"Isla Contadora, Panama","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"72934","CoralTraitsDB","Pavona gigantea","Pavona","Skeletal density",1.42,"Uva Island, Panama","Archimedes principle","g cm-3","Hemispherical","Skeletal density g cm-3"
"72964","CoralTraitsDB","Pavona gigantea","Pavona","Skeletal density",1.56,"Uva Island, Panama","Archimedes principle","g cm-3","Hemispherical","Skeletal density g cm-3"
"72988","CoralTraitsDB","Pavona gigantea","Pavona","Skeletal density",1.75,"Isla Contadora, Panama","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"73112","CoralTraitsDB","Pavona varians","Pavona","Skeletal density",1.96,"Uva Island, Panama","Archimedes principle","g cm-3","Encrusting","Skeletal density g cm-3"
"73201","CoralTraitsDB","Pavona varians","Pavona","Skeletal density",1.97,"Uva Island, Panama","Archimedes principle","g cm-3","Encrusting","Skeletal density g cm-3"
"74795","CoralTraitsDB","Pocillopora damicornis","Pocillopora","Skeletal density",2.01,"Uva Island, Panama","Archimedes principle","g cm-3","Branching","Skeletal density g cm-3"
"75073","CoralTraitsDB","Pocillopora damicornis","Pocillopora","Skeletal density",2.05,"Uva Island, Panama","Archimedes principle","g cm-3","Branching","Skeletal density g cm-3"
"75209","CoralTraitsDB","Pocillopora elegans","Pocillopora","Skeletal density",1.89,"Uva Island, Panama","Archimedes principle","g cm-3","Branching","Skeletal density g cm-3"
"75215","CoralTraitsDB","Pocillopora elegans","Pocillopora","Skeletal density",1.97,"Uva Island, Panama","Archimedes principle","g cm-3","Branching","Skeletal density g cm-3"
"75489","CoralTraitsDB","Pocillopora meandrina","Pocillopora","Skeletal density",1.42,"Maldives","Archimedes principle","g cm-3","Branching","Skeletal density g cm-3"
"75543","CoralTraitsDB","Pocillopora meandrina","Pocillopora","Skeletal density",1.42,"Maldives","Archimedes principle","g cm-3","Branching","Skeletal density g cm-3"
"75842","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.71,"Isla Cabezo, Veracruz, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"75854","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.71,"Isla Cabezo, Veracruz, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"75863","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.33,"Hornos reef, Veracruz, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"75867","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.33,"Hornos reef, Veracruz, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"75879","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.52," Isla Enmedio, Veracruz, Mexican Caribbean","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"76007","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.3,"Isla Gallega, Veracruz, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"76011","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.45,"Isla Verde, Veracruz, Mexican Caribbean","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"76034","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.45,"Isla Verde, Veracruz, Mexican Caribbean","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"76038","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.63,"Mahahual, Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"76042","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.63,"Mahahual, Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"76046","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.72,"Gulf of Guanahacabibes","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"76052","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.72,"Gulf of Guanahacabibes","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"76131","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.55,"Isla Anegada de Fuera, Veracruz, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"76135","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.55,"Isla Anegada de Fuera, Veracruz, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"76511","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.3,"Isla Gallega, Veracruz, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"76515","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.29,"Isla Chopas, Veracruz, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"76519","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.29,"Isla Chopas, Veracruz, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"76523","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.42,"Isla Anegada de Dentro, Veracruz, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"76532","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.42,"Isla Anegada de Dentro, Veracruz, Gulf of Mexico","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"76550","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.33,"Isla Pajaros, Veracruz, Mexican Caribbean","X-radiography (densitometer)","g cm-3","Hemispherical","Skeletal density g cm-3"
"76645","CoralTraitsDB","Porites astreoides","Porites","Skeletal density",1.58,"Conch Reef, Florida","","g cm-3","Hemispherical","Skeletal density g cm-3"
