SiteCode,Site,LocationCode,Location,SiteLat,SiteLong,Country,AREA,POP2005,Ecoregion,Province,Realm,Lat_Zone
NWS11,Hibernia Lagoon SW,,North West Shelf,-11.98059,123.33523,Australia,Hibernia Lagoon SW,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS110,Hedland 2,,North West Shelf,-20.119,118.46883,Australia,Hedland 2,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS111,Corneliesse Shoal,,North West Shelf,-20.03417,118.37617,Australia,Corneliesse Shoal,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS112,Geographe Shoals N,,North West Shelf,-20.24701,117.90517,Australia,Geographe Shoals N,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS113,Geographe Shoals NW,,North West Shelf,-20.25835,117.88448,Australia,Geographe Shoals NW,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS114,Delambre Inner 1,,North West Shelf,-20.4367,117.1048,Australia,Delambre Inner 1,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS115,Delambre Inner 3,,North West Shelf,-20.4308,117.0966,Australia,Delambre Inner 3,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS116,Delambre Outside 3,,North West Shelf,-20.4329,117.0634,Australia,Delambre Outside 3,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS117,Legendre Inside 3,,North West Shelf,-20.40053,116.91709,Australia,Legendre Inside 3,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS118,Legendre Outside 1,,North West Shelf,-20.40494,116.93217,Australia,Legendre Outside 1,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS119,Hamersley Inside 1,,North West Shelf,-20.3743,116.8053,Australia,Hamersley Inside 1,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS12,Hibernia Lagoon NW,,North West Shelf,-11.97626,123.33757,Australia,Hibernia Lagoon NW,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS121,Sailfish North 1,,North West Shelf,-20.45675,116.58642,Australia,Sailfish North 1,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS122,Sailfish South 2,,North West Shelf,-20.46293,116.5745,Australia,Sailfish South 2,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS123,Kendrew 2,,North West Shelf,-20.4787,116.5332,Australia,Kendrew 2,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS124,Goodwyn N,,North West Shelf,-20.53126,116.53544,Australia,Goodwyn N,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS125,Goodwyn South Bay,,North West Shelf,-20.54011,116.54071,Australia,Goodwyn South Bay,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS126,Enderby SW Bay,,North West Shelf,-20.61514,116.47628,Australia,Enderby SW Bay,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS127,Montebellos East Rock,,North West Shelf,-20.4513,115.6051,Australia,Montebellos East Rock,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS128,Trimouille Island SE,,North West Shelf,-20.40579,115.58393,Australia,Trimouille Island SE,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS129,Trimouille Island NE,,North West Shelf,-20.38763,115.5655,Australia,Trimouille Island NE,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS13,Golden Sleeper Corner,,North West Shelf,-11.9834,123.3271,Australia,Golden Sleeper Corner,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS130,Montebellos Central Lagoon,,North West Shelf,-20.3945,115.542,Australia,Montebellos Central Lagoon,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS131,North West Island,,North West Shelf,-20.3686,115.5257,Australia,North West Island,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS132,NW Island Lagoon,,North West Shelf,-20.37329,115.53338,Australia,NW Island Lagoon,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS133,North West Island NW,,North West Shelf,-20.36597,115.50866,Australia,North West Island NW,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS134,Jonquil Island,,North West Shelf,-20.4007,115.5001,Australia,Jonquil Island,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS135,Geneva Bay North,,North West Shelf,-20.45987,115.55078,Australia,Geneva Bay North,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS136,Stephenson Channel,,North West Shelf,-20.4659,115.5468,Australia,Stephenson Channel,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS137,Montebellos SE,,North West Shelf,-20.5066,115.5647,Australia,Montebellos SE,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS138,Montebellos South,,North West Shelf,-20.5085,115.5433,Australia,Montebellos South,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS139,West Reef,,North West Shelf,-20.4527,115.4784,Australia,West Reef,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS14,Surge Crest East,,North West Shelf,-12.217,123.00392,Australia,Surge Crest East,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS140,South West Reef,,North West Shelf,-20.5097,115.4773,Australia,South West Reef,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS141,Varanus North bommie,,North West Shelf,-20.55596,115.5725,Australia,Varanus North bommie,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS142,Varanus Island north,,North West Shelf,-20.555,115.5731,Australia,Varanus Island north,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS143,Varanus Port limit,,North West Shelf,-20.57663,115.5774,Australia,Varanus Port limit,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS144,Varanus Island,,North West Shelf,-20.629,115.5832,Australia,Varanus Island,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS145,North Cormorant Island,,North West Shelf,-20.7348,115.4946,Australia,North Cormorant Island,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS146,Barrow Port South,,North West Shelf,-20.80068,115.504,Australia,Barrow Port South,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS147,Barrow Island Port Central,,North West Shelf,-20.7837,115.5001,Australia,Barrow Island Port Central,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS148,Barrow Island East,,North West Shelf,-20.7848,115.5251,Australia,Barrow Island East,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS149,Barrow NE bommie,,North West Shelf,-20.7556,115.5745,Australia,Barrow NE bommie,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS15,Surge Crest West,,North West Shelf,-12.2159,123.00575,Australia,Surge Crest West,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS150,Barrow south reef,,North West Shelf,-20.8999,115.4508,Australia,Barrow south reef,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS152,Barrow south shelf,,North West Shelf,-20.951,115.4629,Australia,Barrow south shelf,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS153,Barrow Island deep south,,North West Shelf,-20.9946,115.4799,Australia,Barrow Island deep south,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS154,Barrow Shelf,,North West Shelf,-21.0778,115.5132,Australia,Barrow Shelf,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS155,Airlie island ,,North West Shelf,-21.31958,115.17213,Australia,Airlie island,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS156,Airlie Island inner reef,,North West Shelf,-21.32233,115.17332,Australia,Airlie Island inner reef,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS157,North Muiron Island NE,,North West Shelf,-21.63678,114.39077,Australia,North Muiron Island NE,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS158,North Muiron Island East,,North West Shelf,-21.65079,114.37691,Australia,North Muiron Island East,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS159,South Muiron Island NE Channel,,North West Shelf,-21.67022,114.35251,Australia,South Muiron Island NE Channel,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS16,Guardian Reef,,North West Shelf,-12.23963,122.98389,Australia,Guardian Reef,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS160,Bundegi Sponge Garden,,North West Shelf,-21.94178,114.16068,Australia,Bundegi Sponge Garden,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS161,Ridge Garden,,North West Shelf,-22.01948,114.12743,Australia,Ridge Garden,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS162,Seawhip 1,,North West Shelf,-22.02105,114.125,Australia,Seawhip 1,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS17,Turtle Patch,,North West Shelf,-12.24179,122.99063,Australia,Turtle Patch,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS18,Busy Bommie,,North West Shelf,-12.241222,122.984927,Australia,Busy Bommie,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS19,Grand Oculis Bommie,,North West Shelf,-12.240542,122.983286,Australia,Grand Oculis Bommie,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS2,Barracouta Shoal,,North West Shelf,-12.5583,124.0382,Australia,Barracouta Shoal,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS20,Flat's Edge,,North West Shelf,-12.24414,123.00182,Australia,Flat's Edge,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS21,Hemiplage Bommie,,North West Shelf,-12.24405,122.99881,Australia,Hemiplage Bommie,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS22,Dotty Reef,,North West Shelf,-12.241092,122.986398,Australia,Dotty Reef,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS23,Kuhlii Bommie,,North West Shelf,-12.23384,122.99001,Australia,Kuhlii Bommie,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS24,Reel Lost Bommie,,North West Shelf,-12.242641,122.985307,Australia,Reel Lost Bommie,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS25,Eviota Bommie,,North West Shelf,-12.239894,122.986433,Australia,Eviota Bommie,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS26,Seringapatam North,,North West Shelf,-13.62389,121.99474,Australia,Seringapatam North,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS27,Election Day Reef,,North West Shelf,-14.070388,121.961272,Australia,Election Day Reef,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS28,Consolation Bommie,,North West Shelf,-14.1327,121.94218,Australia,Consolation Bommie,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS29,Moray Bommie,,North West Shelf,-14.12668,121.94546,Australia,Moray Bommie,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS3,Cardinal Shoal,,North West Shelf,-11.9719,123.3878,Australia,Cardinal Shoal,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS30,Longnose Spur,,North West Shelf,-14.14184,121.9589,Australia,Longnose Spur,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS31,Napoleon Reef,,North West Shelf,-14.14383,121.95693,Australia,Napoleon Reef,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS32,Goby Heaven,,North West Shelf,-14.10934,121.96473,Australia,Goby Heaven,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS33,NE Passage,,North West Shelf,-14.05597,121.95847,Australia,NE Passage,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS34,Table Tip,,North West Shelf,-14.06257,121.9653,Australia,Table Tip,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS35,Ian's Anchorage,,North West Shelf,-14.0717,121.95083,Australia,Ian's Anchorage,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS36,Fungiid Fields,,North West Shelf,-14.0747,121.78767,Australia,Fungiid Fields,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS37,Stake Edge,,North West Shelf,-14.0453,121.78072,Australia,Stake Edge,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS38,Chaetodontoides,,North West Shelf,-14.06866,121.77651,Australia,Chaetodontoides,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS39,Odonus Dropoff,,North West Shelf,-14.0828,121.74816,Australia,Odonus Dropoff,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS4,Titan Reef,,North West Shelf,-11.969,123.3794,Australia,Titan Reef,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS40,Stern Trawler Reef,,North West Shelf,-14.0785,121.742,Australia,Stern Trawler Reef,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS41,Dead West,,North West Shelf,-14.10823,121.72068,Australia,Dead West,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS5,Hibernia Lagoon SE,,North West Shelf,-11.97961,123.38074,Australia,Hibernia Lagoon SE,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS50,Imperieuse SE lagoon,,North West Shelf,-17.6101,118.97,Australia,Imperieuse SE lagoon,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS51,Imperieuse West Lagoon,,North West Shelf,-17.6089,118.96364,Australia,Imperieuse West Lagoon,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS52,Imperieuse SE reef edge,,North West Shelf,-17.6089,118.96364,Australia,Imperieuse SE reef edge,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS53,Imperieuse SE reef top,,North West Shelf,-17.579,118.96872,Australia,Imperieuse SE reef top,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS54,Imperieuse east lagoon,,North West Shelf,-17.5804,118.9369,Australia,Imperieuse east lagoon,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS55,Imperieuse East,,North West Shelf,-17.56991,118.97193,Australia,Imperieuse East,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS56,Imperieuse Reef Rage,,North West Shelf,-17.6102,118.9747,Australia,Imperieuse Reef Rage,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS57,Imperieuse edge,,North West Shelf,-17.548,118.9737,Australia,Imperieuse edge,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS58,Rowley Shoals 3,,North West Shelf,-17.5531,118.9738,Australia,Rowley Shoals 3,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS59,Imperieuse lagoon bommie,,North West Shelf,-17.54732,118.9668,Australia,Imperieuse lagoon bommie,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS6,Hibernia Lagoon SE2,,North West Shelf,-11.97448,123.38116,Australia,Hibernia Lagoon SE2,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS60,Imperieuse 14,,North West Shelf,-17.54749,118.96884,Australia,Imperieuse 14,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS61,Imperieuse edge RS3-3,,North West Shelf,-17.5582,118.9724,Australia,Imperieuse edge RS3-3,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS62,Imperieuse anchorage,,North West Shelf,-17.50713,118.96635,Australia,Imperieuse anchorage,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS63,Imperieuse north,,North West Shelf,-17.50218,118.96276,Australia,Imperieuse north,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS64,Imperieuse north lagoon,,North West Shelf,-17.56045,118.94214,Australia,Imperieuse north lagoon,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS65,Mermaid south M7,,North West Shelf,-17.13371,119.6339,Australia,Mermaid south M7,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS66,Mermaid anchorage dropoff 1.3,,North West Shelf,-17.0764,119.6539,Australia,Mermaid anchorage dropoff 1.3,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS67,Mermaid anchorage bommie,,North West Shelf,-17.07374,119.6455,Australia,Mermaid anchorage bommie,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS68,Mermaid S channel entrance,,North West Shelf,-17.06263,119.64696,Australia,Mermaid S channel entrance,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS69,Mermaid anchorage dropoff 1.1,,North West Shelf,-17.0658,119.6494,Australia,Mermaid anchorage dropoff 1.1,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS7,Big Fish Gulch,,North West Shelf,-11.9671,123.3586,Australia,Big Fish Gulch,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS70,Mermaid SW bommie M11,,North West Shelf,-17.1641,119.6277,Australia,Mermaid SW bommie M11,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS71,Mermaid S bommie,,North West Shelf,-17.15365,119.6311,Australia,Mermaid S bommie,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS72,Mermaid Reef Lagoon Dragon,,North West Shelf,-17.0754,119.64617,Australia,Mermaid Reef Lagoon Dragon,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS73,Mermaid channel mid bank,,North West Shelf,-17.06644,119.64167,Australia,Mermaid channel mid bank,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS74,Mermaid Lagoon Reef Dragon Escape,,North West Shelf,-17.06983,119.643667,Australia,Mermaid Lagoon Reef Dragon Escape,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS75,Mermaid west lagoon,,North West Shelf,-17.08687,119.6148,Australia,Mermaid west lagoon,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS76,Mermaid central bommie,,North West Shelf,-17.11469,119.63474,Australia,Mermaid central bommie,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS77,Mermaid Reef Cod Hole,,North West Shelf,-17.06202,119.64815,Australia,Mermaid Reef Cod Hole,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS78,Mermaid channel bommies,,North West Shelf,-17.0666,119.64027,Australia,Mermaid channel bommies,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS79,Mermaid dropoff 1.2,,North West Shelf,-17.0721,119.6533,Australia,Mermaid dropoff 1.2,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS8,Hibernia Lagoon South,,North West Shelf,-11.97908,123.36079,Australia,Hibernia Lagoon South,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS80,Mermaid Reef No Pygmy,,North West Shelf,-17.08181,119.65518,Australia,Mermaid Reef No Pygmy,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS81,Mermaid North M1,,North West Shelf,-17.02767,119.61792,Australia,Mermaid North M1,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS82,Mermaid west dropoff M4,,North West Shelf,-17.0762,119.5962,Australia,Mermaid west dropoff M4,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS83,Clerke North C1B,,North West Shelf,-17.24607,119.35201,Australia,Clerke North C1B,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS84,Clerke North Point,,North West Shelf,-17.24612,119.34713,Australia,Clerke North Point,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS85,Clerke Reef - Far too early ,,North West Shelf,-17.24607,119.35201,Australia,Clerke Reef - Far too early,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS86,Clerke anchorage dropoff 2.1,,North West Shelf,-17.2909,119.35929,Australia,Clerke anchorage dropoff 2.1,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS87,Clerke Anchorage Dropoff 2.2,,North West Shelf,-17.288,119.3775,Australia,Clerke Anchorage Dropoff 2.2,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS88,Clerke anchorage dropoff 2.3,,North West Shelf,-17.288,119.3775,Australia,Clerke anchorage dropoff 2.3,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS89,Blue lagoon,,North West Shelf,-17.25302,119.36037,Australia,Blue lagoon,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS9,Spur and Groove Reef,,North West Shelf,-11.9685,123.3356,Australia,Spur and Groove Reef,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS90,Clerke Reef Snorkelling Paradise,,North West Shelf,-17.28632,119.3724,Australia,Clerke Reef Snorkelling Paradise,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS91,Clerke NE C14,,North West Shelf,-17.28312,119.37301,Australia,Clerke NE C14,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS92,Clerke Reef Aquarium,,North West Shelf,-17.28321,119.37053,Australia,Clerke Reef Aquarium,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS93,Clerke west lagoon C26,,North West Shelf,-17.29772,119.3423,Australia,Clerke west lagoon C26,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS94,Clerke west C12,,North West Shelf,-17.31065,119.3675,Australia,Clerke west C12,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS95,Clerke lagoon bommie C13,,North West Shelf,-17.31065,119.3675,Australia,Clerke lagoon bommie C13,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS96,South Lagoon bommie C21,,North West Shelf,-17.31882,119.3605,Australia,South Lagoon bommie C21,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS97,Clerke south lagoon C25,,North West Shelf,-17.3155,119.3675,Australia,Clerke south lagoon C25,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS98,Clerke lagoon east C20,,North West Shelf,-17.30694,119.37064,Australia,Clerke lagoon east C20,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NWS99,Clerke lagoon NW bommie C29,,North West Shelf,-17.2909,119.35929,Australia,Clerke lagoon NW bommie C29,,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Tropical
NZ13,"Breaksea Sound,Sunday Cove, 'Shaggery'",,Southland,-45.35683,166.43857,New Zealand,"Breaksea Sound,Sunday Cove, 'Shaggery'",,South New Zealand,Southern New Zealand,Temperate Australasia,Temperate
PPB46,Light of the Age,,Port Phillip Bay,-38.288816,144.594116,Australia,Light of the Age,,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
PPB63,Schnapper Pt.,,Port Phillip Bay,-38.21439,145.03191,Australia,Schnapper Pt.,,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
PPB64,Williamstown Breakwall (Deep),,Port Phillip Bay,-37.86946,144.88875,Australia,Williamstown Breakwall (Deep),,Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate
PS42,Fingal Island West,,Port Stephens,-32.7416,152.19148,Australia,Fingal Island West,,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
PS43,Boulder Bay,,Port Stephens,-32.76,152.172,Australia,Boulder Bay,,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
PS44,Fingal Island Sanctuary,,Port Stephens,-32.75,152.194,Australia,Fingal Island Sanctuary,,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
PS50,Coal Shaft Bay,,Port Stephens,-32.620241,152.31198,Australia,Coal Shaft Bay,,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
PS51,Providence Beach,,Port Stephens,-32.61277,152.31383,Australia,Providence Beach,,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
PS52,Esmeralda Cove,,New South Wales (Other),-32.62094,152.31691,Australia,Esmeralda Cove,,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
PS53,Looking Glass,,Port Stephens,-32.629,152.3155,Australia,Looking Glass,,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
PS54,Cod Rock,,Port Stephens,-32.6288,152.3111,Australia,Cod Rock,,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Temperate
QLD100,Murray Channel,,Queensland (other),-9.95826,144.15061,Australia,Murray Channel,,Torres Strait Northern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,Tropical
QLD101,Mer Passage,,Queensland (other),-9.96107,144.15357,Australia,Mer Passage,,Torres Strait Northern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,Tropical
QLD102,Mer Slope,,Queensland (other),-9.96049,144.15589,Australia,Mer Slope,,Torres Strait Northern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,Tropical
QLD103,Waier Island,,Queensland (other),-9.9513,144.03178,Australia,Waier Island,,Torres Strait Northern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,Tropical
QLD104,Dowar Island SW,,Queensland (other),-9.94215,144.02049,Australia,Dowar Island SW,,Torres Strait Northern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,Tropical
QLD105,The Maze Channel,,Queensland (other),-10.06687,143.86969,Australia,The Maze Channel,,Torres Strait Northern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,Tropical
